dCalendário[Ano];d_IES[UF];d_IES[Organização Acadêmica];dimUnidade[Instituicao];d_IES[Instituição (Nome)];dimCurso[nomeCurso];dimCurso[tipoCurso];dimCurso[tipoEixoTecnologico];dimCurso[SubeixoTecnologico];Número de cursos;Número de concluintes;Número de ingressantes;Número de inscritos;Número de Matrículas;Número de vagas;Matrícula Equivalente Apresentada Geral
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Eletroeletrônica;Técnico;Controle e Processos Industriais;Elétrica;3;2;70;97;206;70;261,62
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Eletromecânica;Técnico;Controle e Processos Industriais;Automação;3;6;70;131;257;70;326,39
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Eletrônica;Técnico;Controle e Processos Industriais;Elétrica;1;3;41;47;71;40;90,17
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Eletrotécnica;Técnico;Controle e Processos Industriais;Elétrica;1;8;40;135;86;40;109,22
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Guia de Turismo;Técnico;Turismo, Hospitalidade e Lazer;Turismo;1;16;35;75;112;35;119,84
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Hospedagem;Técnico;Turismo, Hospitalidade e Lazer;Hospitalidade;3;64;110;491;387;110;410,22
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Informática;Técnico;Informação e Comunicação;Informática;14;166;643;2415;2023;628;2528,75
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Informática Para Internet;Técnico;Informação e Comunicação;Informática;1;;35;126;91;35;113,75
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Logística;Técnico;Gestão e Negócios;Gestão e Negócios;1;;;;1;;1,02
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Mecânica;Técnico;Controle e Processos Industriais;Mecânica;3;16;66;254;198;68;251,46
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Qualidade;Técnico;Gestão e Negócios;Gestão e Negócios;1;1;;;1;;1,1
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Química;Técnico;Produção Industrial;Química;5;33;118;241;420;115;533,4
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Segurança do Trabalho;Técnico;Segurança;Segurança;5;49;200;737;593;217;658,23
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Transações Imobiliárias;Técnico;Gestão e Negócios;Gestão e Negócios;1;10;2;;67;;67
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFC;Instituto Federal Catarinense;Técnico em Vestuário;Técnico;Produção Industrial;Vestuário;1;25;27;30;107;30;135,89000000000001
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Administrador de Empreendimentos Florestais de Base Comunitária;Qualificação Profissional (FIC);Recursos Naturais;Agrícola;1;2;2;;2;;0,25
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Agente de Recepção e Reservas em Meios de Hospedagem;Qualificação Profissional (FIC);Turismo, Hospitalidade e Lazer;Hospitalidade;1;10;18;130;18;40;0,4725
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Agricultor Familiar;Qualificação Profissional (FIC);Recursos Naturais;Agrícola;1;;;;17;;4,25
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Agronegócio;Tecnologia;Recursos Naturais;Agrícola;1;;35;59;66;40;72,60000000000001
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Agronomia;Bacharelado;Recursos Naturais;Agrícola;2;;86;294;263;80;302,45
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Alimentos;Tecnologia;Produção Alimentícia;Alimentos;4;6;74;240;226;120;271,2
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Análise e Desenvolvimento de Sistemas;Tecnologia;Informação e Comunicação;Informática;3;7;181;493;538;160;672,5
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Assistente Administrativo;Qualificação Profissional (FIC);Gestão e Negócios;Gestão e Negócios;5;61;155;1660;194;270;49,3
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Assistente de Costura;Qualificação Profissional (FIC);Produção Cultural e Design;Design;1;;17;124;17;20;3,4000000000000004
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Assistente Escolar;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;13;146;13;40;0,65
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Bombeiro Civil;Qualificação Profissional (FIC);Segurança;Segurança;1;;;;38;;27,55
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Cadista para a Construção Civil;Qualificação Profissional (FIC);Infraestrutura;Civil;2;6;35;175;35;45;3
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Ciência da Computação;Bacharelado;Informação e Comunicação;Informática;1;;41;95;165;40;181,50000000000003
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Ciências da Natureza;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;;;;8;;8,8
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Construção de Edifícios;Tecnologia;Infraestrutura;Civil;1;;;;3;;3,5999999999999996
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Desenhista da Construção Civil;Qualificação Profissional (FIC);Infraestrutura;Civil;1;6;21;177;21;25;2,1
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Desenhista de Moda;Qualificação Profissional (FIC);Produção Cultural e Design;Design;1;;5;36;5;25;1
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Design de Moda;Tecnologia;Produção Cultural e Design;Design;3;35;177;825;438;181;503,7
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Design de Produto;Tecnologia;Produção Cultural e Design;Design;1;7;59;610;247;62;284,04999999999995
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Eletricista Industrial;Qualificação Profissional (FIC);Controle e Processos Industriais;Elétrica;1;27;39;116;39;40;1,9500000000000002
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Eletricista Instalador Predial de Baixa Tensão;Qualificação Profissional (FIC);Controle e Processos Industriais;Elétrica;2;;45;165;45;60;3,15
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Eletrônica Industrial;Tecnologia;Controle e Processos Industriais;Elétrica;1;4;74;363;184;73;226,32
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Enfermagem;Bacharelado;Ambiente e Saúde;Saúde;1;;30;896;49;24;60,76
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Engenharia Civil;Bacharelado;Infraestrutura;Civil;5;31;188;1247;757;167;862,9799999999999
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Engenharia de Controle e Automação;Bacharelado;Controle e Processos Industriais;Automação;2;5;81;451;345;80;410,54999999999995
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Engenharia de Produção;Bacharelado;Controle e Processos Industriais;Mecânica;1;;35;131;142;40;164,72
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Engenharia de Telecomunicações;Bacharelado;Informação e Comunicação;Telecomunicações;1;5;68;463;268;69;318,91999999999996
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Engenharia Elétrica;Bacharelado;Controle e Processos Industriais;Elétrica;4;40;348;1512;1389;280;1611,2399999999998
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Engenharia Eletrônica;Bacharelado;Controle e Processos Industriais;Elétrica;1;12;81;401;368;81;426,88
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Engenharia Mecânica;Bacharelado;Controle e Processos Industriais;Mecânica;4;;152;630;577;120;669,3199999999999
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Engenharia Mecatrônica;Bacharelado;Controle e Processos Industriais;Automação;3;25;130;663;643;125;739,4499999999999
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Espanhol Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;5;30;175;1297;175;253;11,8
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Espanhol Intermediário;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;7;99;348;533;441;425;56,15
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Especialização - Controle e Processos Industriais;Especialização (Lato Sensu);Controle e Processos Industriais;Controle e Processos Industriais;1;6;26;85;52;26;52
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Especialização - Desenvolvimento Educacional e Social;Especialização (Lato Sensu);Desenvolvimento Educacional e Social;Desenvolvimento Educacional e Social;19;310;1338;4482;2923;1410;2923
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Especialização - Gestão e Negócios;Especialização (Lato Sensu);Gestão e Negócios;Gestão e Negócios;2;310;44;198;416;40;416
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Especialização - Produção Alimentícia;Especialização (Lato Sensu);Produção Alimentícia;Produção Alimentícia;2;4;51;125;65;60;65
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Especialização - Recursos Naturais;Especialização (Lato Sensu);Recursos Naturais;Recursos Naturais;3;10;;;98;;98
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Fabricação Mecânica;Tecnologia;Produção Industrial;Mecânica;1;3;97;269;326;80;400,98
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Física;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;4;;96;294;247;145;271,70000000000005
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Gastronomia;Tecnologia;Turismo, Hospitalidade e Lazer;Hospitalidade;1;2;52;1336;166;40;199,2
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Gestão Ambiental;Tecnologia;Ambiente e Saúde;Meio Ambiente;2;1;36;169;101;80;111,10000000000001
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Gestão da Tecnologia da Informação;Tecnologia;Informação e Comunicação;Informática;1;14;30;856;176;30;220
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Gestão de Turismo;Tecnologia;Turismo, Hospitalidade e Lazer;Turismo;1;;47;465;108;40;109,08
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Gestão Hospitalar;Tecnologia;Ambiente e Saúde;Saúde;2;30;114;861;323;80;381,14
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Hotelaria;Tecnologia;Turismo, Hospitalidade e Lazer;Hospitalidade;1;3;46;314;126;40;137,34
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Inglês Aplicado a Serviços Turísticos;Qualificação Profissional (FIC);Turismo, Hospitalidade e Lazer;Turismo;1;;28;58;28;30;5,95
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Inglês Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;15;71;438;1782;804;497;227,05
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Inglês Intermediário;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;9;64;196;226;338;303;93,19999999999999
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Libras - Licenciatura;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;53;114;141;44;141
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Licenciatura Para A Educação Profissional, Científica e Tecnológica;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;2;44;65;471;40;471
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Língua Brasileira de Sinais (Libras) ­ Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;3;45;224;1953;244;225;37,05
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Língua Portuguesa e Cultura Brasileira para Estrangeiros ­ Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;4;56;99;163;272;110;62,55
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Língua Portuguesa e Cultura Brasileira para Surdos ­ Básico;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;1;;10;21;10;20;0,75
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Língua Portuguesa e Cultura Brasileira para Surdos ­ Intermediário;Qualificação Profissional (FIC);Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;;11;13;11;40;0,825
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Matemática;Licenciatura;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;;76;457;76;80;82,08000000000001
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Mecatrônica Industrial;Tecnologia;Controle e Processos Industriais;Automação;1;1;36;;58;;71,34
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Mestrado Profissional - Ambiente e Saúde;Mestrado Profissional;Ambiente e Saúde;Ambiente e Saúde;2;22;23;34;85;25;85
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Mestrado Profissional - Controle e Processos Industriais;Mestrado Profissional;Controle e Processos Industriais;Controle e Processos Industriais;1;4;3;3;20;10;20
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Mestrado Profissional - Desenvolvimento Educacional e Social;Mestrado Profissional;Desenvolvimento Educacional e Social;Desenvolvimento Educacional;2;17;;;49;;49
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Moldador de Plástico Por Compressão;Qualificação Profissional (FIC);Produção Industrial;Petroquímico;1;16;23;63;23;40;1,7249999999999999
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Músico de Orquestra;Qualificação Profissional (FIC);Produção Cultural e Design;Arte e Cultura;4;45;107;1239;199;130;49,675
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Operador de Computador;Qualificação Profissional (FIC);Informação e Comunicação;Informática;4;10;15;64;59;20;78,275
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Operador de Processamento de Frutas e Hortaliças;Qualificação Profissional (FIC);Produção Alimentícia;Agroindustria;1;4;;;11;;0,825
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Padeiro;Qualificação Profissional (FIC);Produção Alimentícia;Alimentos;1;;37;37;37;40;64,75
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Pescador Profissional Especializado­Pep;Qualificação Profissional (FIC);Recursos Naturais;Pesca;1;8;2;;9;;8,6625
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Processos Gerenciais;Tecnologia;Gestão e Negócios;Gestão e Negócios;1;12;87;174;290;80;290
2020;SC;Institutos Federais, Cefet's e Colégio Pedro II;IFSC;Instituto Federal de Santa Catarina;Processos Químicos;Tecnologia;Produção Industrial;Química;1;1;40;71;96;40;118,08
